ID	eigenvector_centrality
2106238981	0.013465348624992565
2558543881	0.00012868594128000163
105756682	0.0012665711391577133
11059210	0.0005240703115167734
2780207114	0.0001269870742238043
2629003279	0.00030489114660930673
2120433680	0.0005428813980685415
2514122770	0.0021144818460438774
1989816340	0.00028756932048344533
2156083226	0.009702950569532794
2138259483	2.3344723469455303e-07
2166546464	0.00014709137881899984
2153338916	0.0029697442570428135
2404485160	0.0005576297397036165
2985693224	0.012406578250541278
2135408682	0.06213275982905263
1964853290	0.0005923589934319412
65685553	0.00017102200337600187
318025778	0.00011213190925430356
107632699	0.00021532971859341817
2722912317	0.0001641885180068548
2111901760	0.0015989505018405687
2460936257	0.00010144972228868228
2285275206	6.408238405427318e-05
1208922185	0.008272289022945961
2464094287	0.0007750432238249838
2159767633	0.0028848951575327223
1540776023	0.00020909918322295693
2151264347	0.09763690014671053
2260621408	0.00036057440285722887
2494990432	5.788515579136102e-05
2114973795	0.0034676857408945045
2151780452	0.000148906132650231
181516391	0.019202174509670444
85442675	0.0005593237896924167
1973897333	0.00029794052906563837
2086393978	0.0017984116765625607
1980393595	6.0363500716447686e-05
2110529662	0.0008599343280504031
2120636544	0.0007736467801296904
2163136642	0.00022838506850153705
2941995138	0.00017985879548922115
2508456075	0.0016669777193185798
1993734283	0.0027902124135459035
2116327567	0.0010824526488370531
4823187	0.0025470554962537897
2062901400	0.0015499999276147962
2114521251	3.7380768023014595e-05
2710372522	7.614071430146605e-05
2613223595	5.842646118915964e-06
2724047020	1.1366538059467511e-05
2132590765	0.00011668034728109032
2156007599	0.0007025577063946223
609509551	0.005332905216977936
2285891762	0.011280588804281304
1998155958	0.00021123102956836095
2007814330	0.015019709523557417
1023361224	0.14205779693912515
1234911434	0.07399371054934724
2236934353	0.00018597686016471725
431165649	0.0024756534970378327
1740826834	6.930891789128833e-05
2156312790	0.0031807584081210987
2223851735	0.0001469136245486253
2237110490	0.015647133307228833
2134696157	8.663579065182267e-05
2097006817	4.363333028403051e-05
2889300199	0.0001692702691971538
694493417	0.0007910906026213166
1919981802	0.0034985317436173227
307687659	0.1585268379066135
2169348332	0.0002070450303407048
250841333	0.005115696028595909
2406686966	0.00014381055779445146
2153265399	0.0001459478637844628
2281634038	5.975350681561938e-05
2585487612	0.0008815697257304003
2120962308	0.011402590097377437
2106640644	0.0037507491267378514
2157269254	0.03395048408734208
2098432262	0.0008207889597301357
2557919497	1.2456441324012373e-05
217108747	0.0002320350174047376
2585219341	0.018123005591822332
2461088018	0.00019987384450468023
2134006035	0.0006470906739064583
2307182867	3.303069850667838e-06
2402392341	0.0005576297397036165
2566598933	0.0002098252854013975
1985872151	0.00015653081229252442
2951991577	0.011280588804281304
2474357024	0.00024161455983455
2151465254	0.00011062389769127669
2153189671	0.00022215319218562977
581767464	0.08608967372311033
2140539176	0.0009284348207904898
2949447980	0.0012745828290508226
2119538990	0.018599033286721165
2162106674	0.02557852140246744
2162262327	5.753848960518227e-05
2106597688	0.04936292241432723
57747768	0.012062987639519376
2118168888	0.019499318931624682
2164197688	0.0009314135372175252
2179236157	0.0011647971022581696
2569644349	0.002584883375715789
2075955518	8.050370483560599e-05
2120581443	0.0001459914070182449
2275578183	0.0004940281065490259
1995245898	0.20268469329987654
2221625686	0.0001515119992468443
2110083415	0.00016687051512403626
2064822616	0.001741702893924145
65538393	0.2704202282831643
2096597339	0.0008847052841067586
2779707740	0.002849362428755145
2142703967	0.0006351259635730183
2209458529	0.00021433382199692925
2114494819	0.0045711343260976724
186347876	0.021788886941799205
2283469157	0.00041043340260121694
2160918886	0.00012947884026211727
2224476519	0.00010815162867311404
1967149413	0.0016860410253811498
2033301860	0.0002308872227690517
2019123558	4.445098384765808e-05
285317484	0.0003035976160778666
2601992558	2.396890243867015e-05
41634159	0.0006987160429811119
2642293104	7.092251707698791e-05
2101152111	0.027423562819914364
2610295154	0.002165745397815812
36426099	0.002609703659916879
2234775923	0.0068773400657626054
2122303858	0.004657997914490178
2800148855	0.02119551821918724
2974167417	6.689486257242557e-05
2167814525	0.017930138603927965
2083973505	0.001421868709328841
2165053838	0.006096473159674012
2617164185	5.975350681561938e-05
2480847260	0.0015910853846266804
2941272482	0.012406578250541278
2043474341	0.00045676941613113095
137675174	0.0044171769322824215
2069086639	0.0027578306836596148
2033111473	7.438517318241143e-33
700277173	0.0026788950259503705
2160652726	0.00030648893383211287
2071216566	0.000895587583627014
1982708149	0.04561767831729665
2661192123	0.0001420095229288531
668754370	0.0001416833277128658
421261762	5.1806860461666076e-05
2123053512	0.004094354627988659
2064546257	0.000406270523579125
2513848785	0.00020461702846244094
2293162450	0.00026613870231635207
2280239581	0.003875153733621338
2241839582	0.007768828511178595
2151999969	0.0007302570244079696
2017171942	4.396484017107613e-05
2168367594	0.00022919542200885212
2897398250	0.000590094031617216
672946669	0.034617921578526764
2122858989	0.00011361571194442814
2703581679	4.737217251424927e-05
281248241	0.0004298038653221082
2974253553	3.303069850667838e-06
60426740	0.00011490584961078064
2054601208	3.0903210221020644e-05
2617174523	0.002330866478062438
2133529084	0.00011926852068733512
1978915323	0.0028872640300537985
2974097918	4.562999856762737e-08
2106788355	0.00012102070064978829
2320630284	0.006878289065903902
2136328717	0.010788140608827051
2277304846	0.002824438178783147
340644367	0.03752939524251614
2151930384	0.0007297494967001596
288512535	0.0009510899003711058
